timestamp,1,2,3,4,5,6
1553847561.4,37.6951,36.6951,37.0976,101.2927,52.0,16.5
1553847561.41,37.9024,36.5,37.5976,102.0,53.2927,18.1951
1553847561.42,37.2927,37.0,37.0,100.9024,53.5976,18.0
1553847561.43,38.0976,36.5976,37.7927,101.9024,53.2927,18.0
1553847561.44,38.0,36.9024,37.5976,101.2927,54.1951,17.5976
1553847561.45,37.5976,37.0,37.6951,100.6951,52.0,17.1951
1553847561.46,38.0,36.5976,37.6951,100.9024,53.6951,16.1951
1553847561.47,38.1951,37.9024,37.7927,100.2927,53.0,18.3049
1553847561.48,37.6951,37.0976,37.6951,100.0,53.7927,17.4024
1553847561.49,38.0,36.9024,37.5,100.6951,53.5976,18.3049
1553847561.5,37.5,36.7927,37.5976,101.6951,53.2927,18.0
1553847561.51,38.4024,36.7927,37.4024,100.6951,51.9024,16.4024
1553847561.52,37.7927,36.9024,37.5976,100.4024,53.0,17.5
1553847561.53,38.4024,36.9024,38.0,100.7927,53.2927,17.4024
1553847561.54,37.7927,36.5976,37.6951,100.5,54.1951,17.3049
1553847561.55,37.9024,38.7927,37.4024,101.0976,53.4024,17.6951
1553847561.56,38.0,37.2927,37.6951,100.5976,52.4024,17.0
1553847561.57,37.6951,37.0976,37.4024,101.7927,52.0976,16.5976
1553847561.58,37.5,37.0,37.6951,100.5976,52.4024,16.0976
1553847561.59,38.0,37.0976,37.9024,100.5,52.1951,17.5976
1553847561.6,38.1951,36.6951,37.6951,100.7927,53.5,17.1951
1553847561.61,38.1951,36.5976,37.4024,101.5976,53.4024,17.5976
1553847561.62,38.0,37.1951,37.0,102.5,52.6951,18.0976
1553847561.63,38.5,37.9024,38.2927,101.0,52.7927,16.0976
1553847561.64,38.0,36.9024,38.0,100.0,52.5976,17.0976
1553847561.65,38.1951,36.5,37.1951,101.0976,52.7927,16.1951
1553847561.66,37.2927,36.9024,37.5976,100.2927,53.2927,18.0
1553847561.67,38.4024,37.0976,37.2927,101.0,52.6951,16.6951
1553847561.68,38.5976,37.0976,37.5,100.4024,53.7927,18.0
1553847561.69,37.9024,36.7927,37.5976,101.2927,53.5,18.0976
1553847561.7,38.0,36.9024,37.5,101.0,53.5976,18.0
1553847561.71,37.6951,37.0976,38.0,101.0976,52.0,17.6951
1553847561.72,37.7927,36.5976,37.6951,99.7927,53.2927,17.0976
1553847561.73,37.9024,36.7927,37.9024,100.2927,53.9024,16.5976
1553847561.74,37.1951,36.5976,36.4024,101.2927,52.7927,17.8049
1553847561.75,38.0,36.9024,37.1951,102.1951,52.5,17.0
1553847561.76,37.5976,37.0976,37.1951,101.0976,52.5,16.9024
1553847561.77,38.0,36.9024,37.5,101.0976,51.9024,16.1951
1553847561.78,37.6951,36.6951,37.5976,100.4024,53.4024,18.0
1553847561.79,38.4024,38.5,37.6951,100.0,52.9024,17.4024
1553847561.8,37.9024,37.0,37.5,100.5976,53.2927,18.0976
1553847561.81,38.0,36.2927,37.5976,101.1951,52.0976,16.5
1553847561.82,38.5976,37.0,37.0,102.1951,51.9024,16.1951
1553847561.83,38.4024,37.1951,38.0,100.5976,52.1951,16.8049
1553847561.84,38.0,36.6951,37.2927,100.5,52.5,16.5
1553847561.85,38.1951,36.5,38.0,100.7927,53.0976,17.8049
1553847561.86,36.9024,36.6951,37.6951,98.9024,54.2927,17.1951
1553847561.87,38.0976,37.7927,37.7927,100.7927,52.6951,16.6951
1553847561.88,38.1951,36.7927,37.4024,101.0976,52.4024,17.1951
1553847561.89,37.6951,36.6951,37.6951,101.5,51.7927,16.0
1553847561.9,37.7927,37.1951,37.5976,100.4024,52.4024,17.3049
1553847561.91,38.0,36.6951,37.7927,101.1951,53.2927,16.3049
1553847561.92,36.7927,36.7927,37.5,101.1951,52.7927,18.0976
1553847561.93,38.2927,36.7927,38.2927,100.0976,53.5976,18.0
1553847561.94,37.7927,36.6951,37.7927,100.9024,54.1951,17.6951
1553847561.95,38.1951,36.1951,37.5976,100.5,53.2927,17.4024
1553847561.96,37.9024,37.0,37.9024,100.7927,53.1951,17.0976
1553847561.97,37.6951,36.7927,37.5,100.4024,53.7927,17.6951
1553847561.98,37.7927,37.0,37.5976,100.1951,52.4024,17.0
1553847561.99,37.9024,36.9024,38.0,101.1951,52.1951,17.5976
1553847562.0,37.7927,36.6951,37.0,101.1951,52.4024,17.0
1553847562.01,38.0,36.7927,37.0,101.2927,51.9024,17.8049
1553847562.02,36.9024,37.9024,37.1951,101.0976,53.1951,16.8049
1553847562.03,38.0,37.5976,37.5976,102.5,52.7927,17.6951
1553847562.04,38.6951,36.7927,37.4024,99.0976,52.2927,16.4024
1553847562.05,38.2927,36.6951,37.5976,101.4024,52.0976,16.3049
1553847562.06,37.6951,36.9024,37.2927,100.4024,51.7927,17.0
1553847562.07,37.7927,36.6951,37.4024,100.1951,53.0,16.5
1553847562.08,37.7927,37.1951,38.5976,100.2927,52.7927,17.5
1553847562.09,37.6951,37.0976,37.6951,100.9024,52.4024,17.0
1553847562.1,37.7927,36.7927,38.0,100.7927,51.9024,16.3049
1553847562.11,38.4024,38.5,37.9024,100.5,52.5,16.1951
1553847562.12,37.4024,37.0,38.0976,100.4024,51.9024,16.4024
1553847562.13,38.4024,36.5,37.5976,100.4024,52.1951,18.0
1553847562.14,37.9024,36.7927,37.5,100.4024,53.6951,16.4024
1553847562.15,37.9024,36.5976,37.9024,100.0,53.5,18.0
1553847562.16,38.1951,36.5,37.9024,100.0,53.0976,17.0976
1553847562.17,37.7927,37.0,37.5976,100.9024,53.5976,17.0
1553847562.18,37.1951,36.7927,37.6951,101.0976,52.6951,17.6951
1553847562.19,38.0,37.6951,38.0976,100.9024,53.2927,18.5
1553847562.2,37.5,36.4024,37.4024,100.7927,53.5,18.0976
1553847562.21,37.7927,36.9024,37.0976,101.0,52.5976,17.0
1553847562.22,37.6951,37.2927,37.2927,100.7927,51.4024,16.9024
1553847562.23,37.5976,37.0,38.0,98.9024,51.9024,16.0976
1553847562.24,37.9024,36.4024,37.5976,100.5976,52.9024,18.1951
1553847562.25,37.9024,37.0976,37.5,99.6951,52.6951,17.0
1553847562.26,37.7927,37.6951,37.5976,100.0976,53.4024,17.1951
1553847562.27,39.5976,37.1951,38.0,100.1951,52.1951,16.4024
1553847562.28,37.9024,37.1951,37.5,100.5,51.7927,16.4024
1553847562.29,38.1951,36.7927,38.0976,100.5,51.6951,17.3049
1553847562.3,37.9024,36.5976,37.5,100.7927,53.5976,18.1951
1553847562.31,38.0,37.1951,38.2927,101.1951,53.1951,18.0
1553847562.32,37.5,37.0976,37.5,100.0976,51.9024,16.3049
1553847562.33,38.1951,37.1951,37.6951,99.5,51.9024,16.1951
1553847562.34,37.5976,36.9024,37.7927,100.2927,52.6951,17.0
1553847562.35,38.0,37.2927,37.7927,99.6951,53.1951,17.1951
1553847562.36,38.0976,37.0,38.6951,100.4024,52.5,18.0976
1553847562.37,37.7927,36.7927,37.5,100.2927,54.0976,16.5976
1553847562.38,38.1951,36.9024,38.0,99.5,52.4024,17.3049
1553847562.39,38.1951,36.6951,37.6951,100.7927,53.6951,18.1951
1553847562.4,37.6951,36.9024,37.5976,101.0976,53.5,18.0976
1553847562.41,37.9024,36.9024,37.6951,101.0,52.7927,17.6951
1553847562.42,37.5,36.6951,37.9024,100.7927,51.9024,16.8049
1553847562.43,38.7927,38.1951,38.1951,100.5976,51.1951,16.0
1553847562.44,37.7927,37.0976,37.6951,98.4024,54.0,18.1951
1553847562.45,38.2927,36.1951,37.1951,100.9024,53.2927,18.0
1553847562.46,38.2927,36.7927,37.5976,100.1951,52.0,16.9024
1553847562.47,37.2927,36.5976,37.7927,100.4024,51.7927,16.5976
1553847562.48,38.9024,36.7927,38.0,99.9024,53.0976,16.1951
1553847562.49,38.0,36.4024,37.7927,100.6951,53.1951,17.9024
1553847562.5,38.2927,36.6951,37.7927,101.4024,53.4024,17.9024
1553847562.51,39.0,37.5976,37.7927,101.1951,53.5,17.5976
1553847562.52,37.7927,36.9024,37.5976,99.9024,52.2927,16.8049
1553847562.53,38.0,37.0,37.5976,99.6951,53.1951,17.4024
1553847562.54,38.0,36.6951,37.2927,100.2927,52.2927,17.3049
1553847562.55,37.7927,36.7927,37.4024,98.0976,52.0,16.1951
1553847562.56,38.0976,37.0976,37.9024,100.6951,53.1951,17.5
1553847562.57,37.7927,36.5976,37.4024,100.5976,53.0,17.3049
1553847562.58,38.1951,37.4024,37.6951,100.5,52.4024,16.8049
1553847562.59,38.5,37.1951,37.6951,100.5976,52.1951,16.1951
1553847562.6,38.2927,36.6951,37.5,100.0976,52.6951,16.0
1553847562.61,37.7927,36.6951,36.6951,101.4024,52.6951,17.0976
1553847562.62,37.0976,37.0,37.5,101.2927,53.5976,18.3049
1553847562.63,38.1951,37.0,38.2927,100.4024,53.2927,18.0976
1553847562.64,37.5976,36.6951,37.5,99.5,53.5,17.4024
1553847562.65,37.6951,37.0,37.7927,100.2927,52.1951,17.6951
1553847562.66,38.0,37.0,37.7927,101.0976,53.2927,17.0
1553847562.67,38.9024,37.7927,37.5,99.9024,52.6951,18.0976
1553847562.68,37.5976,37.4024,37.6951,100.6951,51.5976,16.5976
1553847562.69,37.7927,36.7927,37.5,100.5,53.1951,18.0
1553847562.7,38.2927,36.9024,37.6951,99.7927,52.2927,17.5
1553847562.71,37.5976,36.4024,37.9024,99.6951,52.6951,17.8049
1553847562.72,37.5,36.5,37.2927,100.2927,53.5,17.0976
1553847562.73,38.0,36.1951,37.7927,100.1951,51.7927,17.9024
1553847562.74,38.7927,36.6951,37.4024,100.0976,52.0,17.3049
1553847562.75,39.4024,38.5,37.5,101.4024,52.6951,17.0
1553847562.76,37.6951,36.9024,38.2927,100.6951,53.0,16.0
1553847562.77,37.5,36.9024,37.7927,101.5976,54.0,17.9024
1553847562.78,38.5976,36.9024,38.2927,101.0,53.9024,16.8049
1553847562.79,38.0976,36.7927,37.9024,100.0,54.0976,17.5976
1553847562.8,37.5976,36.6951,37.2927,101.2927,53.0976,16.8049
1553847562.81,37.5,36.5976,37.6951,101.0,53.9024,17.8049
1553847562.82,37.2927,37.0976,37.9024,101.4024,53.6951,16.9024
1553847562.83,39.6951,37.5,38.4024,101.0976,54.0,17.6951
1553847562.84,37.5976,36.0,37.0976,101.5,53.2927,16.6951
1553847562.85,37.5976,36.4024,37.6951,101.1951,52.5,16.0
1553847562.86,38.0976,36.7927,37.6951,100.2927,52.4024,17.5976
1553847562.87,37.4024,36.9024,37.4024,101.9024,54.0976,18.0
1553847562.88,38.2927,37.0,37.6951,101.7927,53.7927,17.9024
1553847562.89,38.0,36.2927,37.5976,100.2927,53.6951,17.3049
1553847562.9,38.0,36.7927,37.4024,100.5,54.0,17.0976
1553847562.91,39.1951,37.2927,38.1951,100.7927,52.9024,17.6951
1553847562.92,37.6951,37.1951,37.4024,100.7927,53.0,17.3049
1553847562.93,38.0976,37.0,38.0,100.2927,52.5,15.9024
1553847562.94,37.6951,36.5976,36.7927,100.0976,52.5976,17.3049
1553847562.95,38.1951,36.6951,37.1951,100.6951,51.9024,16.0
1553847562.96,36.9024,36.7927,37.9024,100.5,53.5,17.9024
1553847562.97,38.4024,36.5976,37.6951,100.1951,54.1951,16.8049
1553847562.98,38.0,36.6951,37.6951,100.6951,53.7927,17.4024
1553847562.99,39.1951,38.5976,37.4024,100.6951,53.6951,17.5
1553847563.0,37.5976,36.5976,37.5976,101.1951,52.4024,16.4024
1553847563.01,38.0,36.2927,38.0976,101.1951,53.4024,17.3049
1553847563.02,36.5976,37.7927,37.2927,100.6951,54.1951,18.5
1553847563.03,38.0976,37.0,37.6951,101.2927,53.2927,17.3049
1553847563.04,37.0976,36.6951,37.5,100.5,52.7927,17.1951
1553847563.05,38.0,36.5,37.7927,100.9024,52.2927,16.0976
1553847563.06,37.7927,36.5,37.5976,100.6951,53.5976,16.5
1553847563.07,38.9024,38.0,37.4024,99.9024,52.5,16.5
1553847563.08,37.5,37.0,38.0976,100.5,53.5976,17.9024
1553847563.09,37.9024,36.5976,37.5976,100.2927,54.2927,17.5
1553847563.1,37.7927,36.5976,37.4024,101.0,54.0,18.0
1553847563.11,37.9024,37.0,37.7927,101.1951,54.0,18.0976
1553847563.12,37.9024,36.6951,37.2927,101.1951,53.0,16.4024
1553847563.13,38.0976,36.5976,37.9024,101.1951,52.6951,17.5976
1553847563.14,37.6951,36.6951,37.2927,100.1951,52.5976,17.0976
1553847563.15,40.0976,36.5,37.4024,100.0,52.1951,16.3049
1553847563.16,37.5,36.6951,37.6951,101.1951,53.4024,17.6951
1553847563.17,38.0,36.7927,37.0976,99.9024,53.6951,17.1951
1553847563.18,37.9024,36.7927,37.6951,101.0,54.0976,17.5
1553847563.19,37.9024,37.0976,37.4024,100.0976,53.9024,18.0976
1553847563.2,38.2927,36.7927,37.9024,100.6951,52.5,16.0
1553847563.21,37.6951,36.5,37.5976,101.1951,53.1951,17.0
1553847563.22,36.9024,37.6951,37.5,100.4024,53.0,17.0
1553847563.23,39.0976,36.7927,38.0976,99.1951,52.9024,17.0976
1553847563.24,36.7927,37.1951,37.5,99.1951,52.5976,15.9024
1553847563.25,38.0976,37.2927,38.5,100.4024,52.2927,17.1951
1553847563.26,37.1951,36.6951,37.7927,100.1951,53.4024,16.0976
1553847563.27,38.4024,37.0,37.5976,100.6951,53.6951,18.0976
1553847563.28,38.2927,37.1951,37.2927,101.5,54.2927,16.8049
1553847563.29,38.0,37.5,36.6951,101.9024,53.5976,18.1951
1553847563.3,38.1951,36.6951,37.5,100.7927,53.4024,18.0976
1553847563.31,38.9024,38.5976,37.9024,100.2927,52.5,18.0976
1553847563.32,37.1951,36.9024,37.5976,101.5,53.7927,18.0
1553847563.33,38.1951,36.9024,37.9024,100.5976,53.6951,18.0976
1553847563.34,37.7927,35.9024,37.4024,99.5,52.9024,17.6951
1553847563.35,38.6951,36.9024,37.5,102.0,53.1951,17.0976
1553847563.36,283.7927,837.8049,629.2439,101.4024,52.1951,23.1951
1553847563.38,386.5854,841.4146,622.9512,101.4024,53.5976,22.6951
1553847563.39,376.1829,826.5366,606.0488,100.6951,54.0,23.5
1553847563.4,374.4878,847.122,599.439,102.2927,53.1951,24.1951
1553847563.41,382.0854,829.2195,616.1463,102.8902,54.9024,25.0
1553847563.42,374.4878,840.0,613.2439,103.1951,53.7927,22.5976
1553847563.43,386.9878,842.0,616.3415,100.4024,54.0976,23.0
1553847563.44,372.8902,830.6341,601.7317,100.6951,53.1951,23.9024
1553847563.45,377.2805,837.7073,590.2439,100.0976,53.0976,23.5976
1553847563.46,377.7805,832.5366,616.0488,99.5,53.7927,22.5
1553847563.47,384.1829,827.122,627.9512,101.9024,52.0976,23.5976
1553847563.48,374.0854,822.439,622.9512,103.1951,56.4024,24.5
1553847563.49,367.8902,834.0,625.7317,104.3902,54.4024,25.0
1553847563.5,379.6829,871.3171,622.9512,103.0976,54.5,24.0
1553847563.51,377.7805,833.0244,603.3415,104.0976,55.9024,24.0976
1553847563.52,381.0854,840.439,616.3415,105.0,55.0976,24.1951
1553847563.53,354.6829,853.122,604.0488,104.5976,54.7927,24.0
1553847563.54,370.4878,811.3171,614.8293,105.7927,54.5976,25.0976
1553847563.55,386.0854,815.4146,596.8537,105.0,55.2927,24.8049
1553847563.56,369.5854,758.8293,616.439,106.1951,54.2927,25.0
1553847563.57,367.8902,752.8293,626.439,104.7927,55.7927,24.0976
1553847563.58,346.8902,745.8049,649.3415,105.0976,56.5,25.6951
1553847563.59,384.3902,741.2195,650.8293,100.4024,55.7927,23.8049
1553847563.6,394.2805,779.6098,615.7317,103.6951,56.0976,25.0976
1553847563.61,363.0854,837.9024,670.3415,105.0976,55.5976,24.5
1553847563.62,395.9878,837.2195,655.9268,105.6951,56.4024,25.6951
1553847563.63,365.0732,812.6341,623.3415,104.2927,55.7927,24.3049
1553847563.64,365.3659,816.8293,604.5366,104.1951,54.7927,24.4024
1553847563.65,388.2683,755.9512,579.0488,105.0,56.6951,23.8049
1553847563.66,374.9756,724.3415,606.6341,105.2927,55.9024,24.9024
1553847563.67,394.561,799.4146,623.439,103.3902,56.0,25.0976
1553847563.68,400.4634,847.5122,661.0488,102.6951,55.1951,25.5976
1553847563.69,416.4634,847.3171,594.3415,106.5,54.9024,24.6951
1553847563.7,382.6585,809.5122,632.8293,105.3902,55.1951,23.9024
1553847563.71,381.561,733.7073,606.5366,103.7927,54.2927,25.0
1553847563.72,369.1707,797.3171,584.7561,107.3902,55.9024,24.3049
1553847563.73,403.4634,824.0,582.1463,105.3902,55.1951,23.6951
1553847563.74,399.1707,775.2195,614.1463,105.0976,55.7927,23.8049
1553847563.75,403.0732,736.0488,614.1463,104.0,54.5976,25.1951
1553847563.76,363.3659,791.7073,638.9512,104.0,55.0,23.8049
1553847563.77,375.6585,822.0976,622.9512,108.0976,56.4024,25.4024
1553847563.78,394.8537,899.9024,636.7317,104.3902,56.0976,23.8049
1553847563.79,387.561,753.5122,584.2439,104.5,53.9024,24.5976
1553847563.8,409.561,844.7317,627.439,104.5,55.1951,25.0
1553847563.81,387.1707,808.8293,661.8293,102.8902,56.0976,24.5976
1553847563.82,373.7561,759.5122,624.7317,106.8902,54.5,24.1951
1553847563.83,395.4634,818.8293,629.9512,106.0976,55.6951,26.3049
1553847563.84,387.6585,785.3171,598.6341,104.2927,55.0,24.0976
1553847563.85,373.561,794.5366,621.9512,105.8902,55.7927,25.8049
1553847563.86,401.7561,820.5366,642.7317,103.5976,54.2927,23.9024
1553847563.87,398.9512,867.122,626.6341,102.7927,56.4024,24.9024
1553847563.88,377.7561,772.8293,665.2439,105.2927,55.4024,24.5976
1553847563.89,396.2683,830.8293,604.5366,103.6951,55.6951,24.0976
1553847563.9,378.4634,750.1463,631.0488,104.3902,54.5,24.3049
1553847563.91,376.1707,859.5122,633.8293,106.5,54.9024,25.8049
1553847563.92,391.1707,800.1463,636.1463,106.8902,56.1951,24.5
1553847563.93,434.1707,797.3171,608.5366,104.3902,55.1951,25.5
1553847563.94,387.0732,837.9024,667.8293,104.7927,55.5,23.6951
1553847563.95,403.0732,814.1463,643.6341,107.5,54.9024,25.0976
1553847563.96,393.561,885.9024,721.9268,104.6951,56.1951,24.5976
1553847563.97,387.7561,814.0,594.0488,106.5976,55.9024,24.0
1553847563.98,403.3659,869.6098,650.1463,104.0976,55.5976,24.5
1553847563.99,395.3659,806.6341,634.2439,107.0,56.0,26.0976
1553847564.0,400.8537,864.6341,614.9512,106.5,55.5976,23.9024
1553847564.01,380.6585,836.0,641.9268,105.3902,54.6951,24.0976
1553847564.02,397.7561,786.1463,646.0488,104.0,55.1951,25.8049
1553847564.03,410.2683,874.8293,639.439,105.0976,55.5,24.1951
1553847564.04,394.6585,744.8293,624.1463,104.1951,54.6951,25.0976
1553847564.05,401.2683,816.2439,643.1463,104.2927,56.0,24.1951
1553847564.06,394.1707,856.3415,635.3415,105.6951,54.7927,24.1951
1553847564.07,403.4634,857.122,609.0488,105.5,56.2927,24.0976
1553847564.08,392.9512,851.6098,642.3415,105.2927,55.6951,24.9024
1553847564.09,421.1707,777.6098,606.439,105.3902,55.0,25.0
1553847564.1,406.3659,865.2195,655.5366,105.0,55.1951,25.9024
1553847564.11,417.6585,877.6098,652.439,104.5,55.5,24.0976
1553847564.12,404.561,779.7073,608.439,104.0,54.0,24.5976
1553847564.13,397.0732,936.7317,634.0488,103.0,55.4024,24.0976
1553847564.14,394.8537,874.1951,660.1463,105.5,55.4024,26.0976
1553847564.15,390.6585,759.9512,619.3415,105.5,54.5,24.0
1553847564.16,409.1707,874.2927,655.9268,105.0976,55.0976,25.8049
1553847564.17,372.4634,861.4146,619.9512,105.0,55.0,24.5976
1553847564.18,420.3659,856.5366,652.6341,107.2927,54.1951,24.1951
1553847564.19,387.561,785.4146,668.439,102.0976,54.5976,24.4024
1553847564.2,379.6585,868.5366,640.5366,112.5976,57.2927,24.0976
1553847564.21,430.4634,848.7317,673.0244,104.5,54.2927,24.1951
1553847564.22,367.0732,894.2927,612.5366,105.5,54.1951,25.5
1553847564.23,421.1707,839.2195,655.8293,103.5976,55.5976,24.0976
1553847564.24,398.6585,835.2195,600.5366,102.1951,55.4024,26.0
1553847564.25,380.6585,875.6098,662.0488,101.1951,54.7927,24.0
1553847564.26,405.1707,866.9268,632.1463,104.0976,57.4024,25.0976
1553847564.27,405.0732,939.6098,680.0244,104.0976,56.0,23.8049
1553847564.28,377.4634,898.5366,651.3415,102.0976,54.6951,25.4024
1553847564.29,415.2683,795.3171,677.0244,103.2927,55.5,25.4024
1553847564.3,405.8537,819.5122,634.6341,100.2927,56.0976,24.4024
1553847564.31,379.9756,923.122,655.9268,102.8902,56.2927,25.4024
1553847564.32,394.3659,930.0,665.439,103.5976,56.1951,24.3049
1553847564.33,406.561,899.2195,664.6341,103.0,55.0976,44.5
1553847564.34,404.4634,906.3902,643.6341,103.8902,55.5976,25.6951
1553847564.35,392.2683,923.5122,662.439,104.8902,55.4024,24.4024
1553847564.36,407.4634,980.2927,628.8293,100.0976,55.2927,25.3049
1553847564.37,416.0488,894.8293,691.2439,102.0,56.7927,23.9024
1553847564.38,386.0732,850.8293,670.2439,103.8902,55.6951,24.0
1553847564.39,395.2683,809.8049,679.0244,104.8902,55.9024,24.1951
1553847564.4,414.6585,830.9268,631.9512,103.3902,53.2927,25.5976
