timestamp,1d,2d,3d,4d,5d,6d,1f,2f,3f,4f,5f,6f,1,2,3,4,5,6,gx,gy,gz,ax,ay,az
1555136881.99,0.5714285714285552,4.675957142857214,1.3554000000000315,0.34321428571428925,0.1149857142857229,0.8989571428571388,341.4947571428571,835.7142999999999,637.1080142857143,49.44425714285714,53.08187142857143,20.071414285714283,344.878,861.8049,637.5366,50.09749999999999,52.7927,17.5976,40.0,236.0,82.0,-6916.0,-1740.0,15928.0
1555136882.0,1.0313571428571322,4.808357142857062,1.1010428571428292,0.1149857142857158,0.0,0.2282142857142837,342.06618571428567,840.3902571428571,635.7526142857142,49.78747142857143,52.96688571428571,19.172457142857144,336.561,865.4146,626.2439,49.4025,53.1951,17.9024,-115.0,-196.0,86.0,-6064.0,696.0,14588.0
1555136882.01,0.299657142857086,0.7317142857142471,1.313600000000065,0.0992999999999995,0.013928571428571956,0.8989571428571423,343.0975428571428,845.1986142857141,634.6515714285714,49.67248571428571,52.96688571428571,19.400671428571428,339.4634,864.0,642.7317,50.390299999999996,53.4024,23.1951,-144.0,162.0,45.0,-6692.0,684.0,15072.0
1555136882.02,0.9860571428571916,5.92334285714287,0.12892857142855974,0.1428571428571388,0.0435571428571464,0.2578285714285684,342.7978857142857,844.4668999999999,633.3379714285713,49.77178571428571,52.95295714285714,20.29962857142857,341.1707,841.6098,636.1463,49.207300000000004,52.6951,22.9024,-92.0,412.0,77.0,-6876.0,2380.0,16220.0
1555136882.03,0.7421571428571383,5.686400000000049,0.9407714285715656,0.013942857142858145,0.013942857142858145,0.5418142857142882,341.8118285714285,838.543557142857,633.2090428571428,49.91464285714285,52.996514285714284,20.55745714285714,344.6585,816.439,626.2439,50.304899999999996,52.2927,17.9024,-232.0,347.0,-132.0,-6880.0,1436.0,16016.0
1555136882.04,1.170728571428583,8.027871428571189,1.1289142857143588,0.2700428571428546,0.11497142857142961,0.12892857142857395,342.55398571428566,832.857157142857,634.1498142857143,49.90069999999999,53.01045714285714,21.099271428571427,348.9756,820.0,632.8293,49.0,53.1951,18.9024,25.0,430.0,-198.0,-6424.0,-1268.0,16376.0
1555136882.05,0.9128999999999792,0.7456428571427978,0.47038571428572595,0.07315714285714137,0.11324285714285054,0.29965714285714284,343.72471428571424,824.8292857142858,633.0209,49.63065714285714,52.89548571428571,21.2282,343.878,842.0,631.6341,50.0,53.0976,23.6951,-82.0,-30.0,92.0,-6208.0,592.0,15348.0
1555136882.06,0.08361428571430451,6.236942857142822,0.11498571428569448,0.3292714285714311,0.0435571428571393,0.7421714285714245,344.6376142857142,825.5749285714286,633.4912857142857,49.5575,52.78224285714286,21.527857142857144,337.9756,820.3415,636.6341,51.0975,53.0976,19.4024,-217.0,-49.0,93.0,-6804.0,976.0,15156.0
1555136882.07,0.8884999999999081,3.0871142857142786,0.49825714285714184,0.15679999999999694,0.05749999999999744,0.5993142857142857,344.5539999999999,831.8118714285714,633.6062714285714,49.228228571428566,52.8258,22.27002857142857,341.7561,825.6098,632.8293,49.304899999999996,53.2927,21.6951,-125.0,139.0,110.0,-6448.0,-52.0,18848.0
1555136882.08,0.3031285714286014,0.49477142857142553,2.0278714285715296,0.2142857142857082,0.1149857142857158,0.15854285714285865,343.6655,834.8989857142857,633.1080142857143,49.07142857142857,52.8833,22.869342857142854,347.6585,807.8049,634.8293,48.5,52.5976,24.0976,167.0,72.0,173.0,-8204.0,-52.0,14608.0
1555136882.09,1.2996571428571428,4.397214285714313,1.5435428571428247,0.27177142857142655,0.1428571428571388,0.6846714285714306,343.3623714285714,834.4042142857143,631.0801428571427,48.85714285714286,52.76831428571428,23.027885714285713,347.561,846.8293,639.439,48.6952,51.9024,25.0,-463.0,148.0,137.0,-7992.0,8496.0,17500.0
1555136882.1,0.35888571428569094,4.989542857142851,0.9547142857142035,0.029614285714295363,0.055757142857139286,0.5156857142857092,344.66202857142855,838.8014285714286,629.5365999999999,48.585371428571435,52.91117142857142,23.712557142857143,344.0732,860.0976,627.0488,48.0,52.5976,23.0976,228.0,-51.0,-163.0,-6224.0,-3368.0,14480.0
