timestamp,1,2,3,4,5,6,ax,ay,az,gx,gy,gz
1554202074.9,37.7927,36.6951,37.4024,47.292699999999996,53.4024,18.0976,-13616.0,-192.0,8076.0,-89.0,59.0,80.0
1554202074.91,38.0,36.6951,37.7927,50.59749999999999,52.2927,18.0,-13600.0,-208.0,8064.0,-61.0,83.0,92.0
1554202074.92,37.4024,36.6951,37.4024,47.5,53.5,18.1951,-13608.0,-112.0,7952.0,-45.0,74.0,101.0
1554202074.93,38.1951,36.4024,37.9024,47.5,53.1951,17.9024,-13620.0,-148.0,8068.0,-52.0,55.0,72.0
1554202074.94,38.1951,36.6951,37.4024,46.5,52.9024,16.5976,-13688.0,-80.0,8016.0,-97.0,95.0,84.0
1554202074.95,37.5,36.5,37.4024,47.99999999999999,53.2927,18.0976,-13616.0,-84.0,8064.0,-73.0,85.0,80.0
1554202074.96,37.7927,36.5976,37.7927,48.390299999999996,52.9024,18.1951,-13608.0,-180.0,8060.0,-65.0,82.0,102.0
1554202074.97,37.9024,36.7927,36.2927,47.804899999999996,53.2927,18.0976,-13656.0,-136.0,8128.0,-64.0,44.0,67.0
1554202074.98,37.5976,36.6951,37.5,48.0976,52.6951,18.0,-13664.0,-156.0,8036.0,-65.0,75.0,107.0
1554202074.99,37.1951,37.9024,38.0976,47.5975,53.0976,18.0976,-13640.0,-144.0,7920.0,-86.0,93.0,111.0
1554202075.0,37.7927,36.9024,38.0,47.8048,53.0976,18.0,-13672.0,-160.0,8092.0,-52.0,74.0,104.0
1554202075.01,37.9024,36.7927,38.5976,48.5976,52.0,16.9024,-13584.0,-208.0,8020.0,-76.0,87.0,97.0
1554202075.02,37.6951,36.6951,38.0976,47.707300000000004,53.1951,18.0,-13564.0,-140.0,8068.0,-53.0,109.0,108.0
1554202075.03,37.7927,36.5,37.6951,47.7073,53.2927,18.0,-13648.0,-96.0,7700.0,-70.0,99.0,103.0
1554202075.04,37.6951,36.2927,37.5,47.0,53.5976,18.0,-13696.0,-120.0,7780.0,-79.0,92.0,108.0
1554202075.05,37.7927,36.6951,38.0976,47.707300000000004,53.1951,17.9024,-13656.0,-116.0,8056.0,-59.0,79.0,101.0
1554202075.06,37.5,36.7927,37.7927,47.890299999999996,53.4024,18.3049,-13688.0,-180.0,7964.0,-80.0,100.0,89.0
1554202075.07,38.9024,39.2927,37.5976,45.0976,53.1951,17.9024,-13636.0,-128.0,8064.0,-97.0,94.0,106.0
1554202075.08,38.1951,36.5,37.5,47.0976,52.0,16.3049,-13668.0,-144.0,8100.0,-93.0,102.0,77.0
1554202075.09,38.0976,36.6951,38.0,46.5,53.9024,18.0976,-13572.0,-156.0,8000.0,-53.0,91.0,99.0
1554202075.1,37.7927,36.6951,37.9024,47.0976,53.0,18.3049,-13644.0,-184.0,8064.0,-77.0,94.0,106.0
1554202075.11,38.0,36.6951,37.0976,49.3049,53.1951,18.4024,-13632.0,-220.0,8096.0,-78.0,59.0,86.0
1554202075.12,37.9024,36.7927,37.9024,47.3049,53.1951,18.0,-13608.0,-100.0,8000.0,-59.0,109.0,115.0
1554202075.13,37.7927,36.4024,37.5976,48.0,53.0976,18.1951,-13644.0,-108.0,7984.0,-42.0,101.0,99.0
1554202075.14,37.7927,36.4024,38.0,47.5975,52.0976,17.0,-13636.0,-184.0,8048.0,-77.0,85.0,100.0
1554202075.15,37.9024,38.1951,37.6951,47.5,53.1951,18.1951,-13664.0,-180.0,8060.0,-39.0,73.0,113.0
1554202075.16,37.7927,36.5976,37.5976,48.2073,53.2927,17.8049,-13696.0,-172.0,7968.0,-68.0,74.0,93.0
1554202075.17,37.0,35.9024,37.7927,47.4025,53.1951,18.0,-13624.0,-156.0,8044.0,-62.0,108.0,90.0
1554202075.18,37.6951,36.5976,38.1951,47.0976,53.5,18.0976,-13660.0,-120.0,7928.0,-40.0,106.0,69.0
1554202075.19,37.5976,37.2927,37.9024,49.6951,52.0,18.0,-13676.0,-156.0,8012.0,-105.0,91.0,90.0
1554202075.2,37.5976,36.7927,37.7927,47.0,53.5,18.0976,-13688.0,-164.0,8004.0,-72.0,93.0,93.0
1554202075.21,37.9024,36.7927,38.0976,48.0,52.0,17.0,-13612.0,-120.0,8028.0,-71.0,102.0,84.0
1554202075.22,37.5,36.9024,38.4024,47.4025,53.1951,18.1951,-13704.0,-76.0,7968.0,-56.0,74.0,131.0
1554202075.23,37.6951,37.5,37.7927,47.3049,53.1951,17.9024,-13660.0,-128.0,8112.0,-82.0,80.0,98.0
1554202075.24,37.0976,36.9024,37.5,47.1097,53.2927,18.0976,-13676.0,-204.0,7988.0,-56.0,76.0,115.0
1554202075.25,37.9024,36.6951,37.9024,47.0,53.5976,18.0976,-13628.0,-208.0,8036.0,-74.0,93.0,98.0
1554202075.26,37.7927,36.7927,38.0,47.5976,53.1951,17.9024,-13660.0,-136.0,8084.0,-59.0,90.0,64.0
1554202075.27,38.7927,36.2927,36.7927,46.5976,53.4024,18.1951,-13640.0,-168.0,8072.0,-91.0,84.0,122.0
1554202075.28,37.7927,37.5,37.5976,46.804899999999996,53.2927,17.3049,-13608.0,-116.0,8052.0,-51.0,69.0,140.0
1554202075.29,37.4024,36.2927,37.4024,47.0975,53.0976,18.0976,-13676.0,-140.0,8096.0,-60.0,82.0,97.0
1554202075.3,37.6951,36.6951,38.5,47.2073,53.7927,17.4024,-13600.0,-184.0,7844.0,-96.0,84.0,116.0
1554202075.31,38.0976,37.5976,37.4024,48.9024,53.0,18.0,-13668.0,-184.0,8044.0,-66.0,99.0,91.0
1554202075.32,38.0976,37.0976,37.5976,47.1952,53.4024,18.0976,-13628.0,-132.0,8184.0,-49.0,91.0,102.0
1554202075.33,38.0,36.6951,37.7927,48.2073,52.7927,17.5,-13608.0,-96.0,8048.0,-92.0,78.0,86.0
1554202075.34,37.6951,36.7927,38.4024,46.8048,53.0976,17.5976,-13640.0,-124.0,7884.0,-46.0,66.0,100.0
1554202075.35,38.0976,36.7927,37.6951,46.99999999999999,53.2927,18.0976,-13680.0,-156.0,8100.0,-79.0,81.0,99.0
1554202075.36,37.9024,35.6951,37.7927,46.890299999999996,53.4024,18.0976,-13620.0,-180.0,8076.0,-54.0,60.0,101.0
1554202075.37,38.1951,36.6951,37.6951,47.792699999999996,53.5,18.0,-13668.0,-96.0,7996.0,-73.0,67.0,101.0
1554202075.38,384.7805,799.1951,619.6341,48.1952,52.9024,18.0,-31756.0,4872.0,-31556.0,4.0,978.0,375.0
1554202075.4,359.6829,989.9024,639.439,51.5,51.5976,23.4024,-31232.0,-17068.0,6108.0,-2346.0,-3057.0,-280.0
1554202075.41,359.6829,738.0488,619.7317,34.292699999999996,67.9024,24.1951,-15856.0,-3756.0,-2224.0,-3219.0,-1003.0,253.0
1554202075.42,369.4878,857.5122,629.3415,17.597499999999997,91.0976,22.6951,-12836.0,1076.0,3524.0,2057.0,2237.0,-690.0
1554202075.43,353.9878,876.1951,627.1463,47.40239999999999,55.7927,23.9024,-10860.0,-1272.0,10684.0,129.0,3856.0,0.0
1554202075.44,364.5854,897.8049,629.5366,48.2073,55.7927,23.0976,-13476.0,180.0,15608.0,908.0,2606.0,-43.0
1554202075.45,361.5854,908.1951,622.439,42.792699999999996,61.9024,25.0976,-13620.0,-444.0,15884.0,-220.0,-758.0,23.0
1554202075.46,353.5854,903.9024,629.0488,49.0976,53.5,24.5976,-13460.0,740.0,8480.0,-1205.0,-2609.0,184.0
1554202075.47,379.4878,859.7073,628.3415,47.207300000000004,53.1951,23.1951,-10428.0,-2972.0,3660.0,-1056.0,-2429.0,441.0
1554202075.48,377.7805,853.3171,608.439,42.6952,60.9024,22.0976,-10424.0,-6436.0,2296.0,-405.0,-157.0,286.0
