timestamp,1,2,3,4,5,6,ax,ay,az,gx,gy,gz
1554202073.37,37.7927,36.0,37.9024,47.90239999999999,53.7927,17.9024,-13664.0,-180.0,7952.0,-38.0,81.0,90.0
1554202073.38,37.6951,36.7927,37.7927,47.804899999999996,53.7927,18.0976,-13672.0,-132.0,7992.0,-73.0,95.0,97.0
1554202073.39,37.5,36.2927,37.7927,48.8049,53.6951,17.9024,-13716.0,-188.0,8040.0,-67.0,91.0,111.0
1554202073.4,37.7927,36.5,38.4024,47.5,54.0,18.3049,-13588.0,-64.0,7940.0,-55.0,63.0,101.0
1554202073.41,37.9024,36.4024,37.5976,48.0,53.5976,18.0976,-13636.0,-216.0,8000.0,-82.0,78.0,123.0
1554202073.42,38.0,37.0,37.4024,48.804899999999996,52.7927,17.0976,-13632.0,-132.0,8100.0,-71.0,58.0,117.0
1554202073.43,37.5,36.6951,37.6951,48.1951,52.5976,16.3049,-13568.0,-140.0,8040.0,-31.0,103.0,83.0
1554202073.44,37.5976,36.6951,37.9024,48.49999999999999,53.7927,17.9024,-13620.0,-124.0,7944.0,-61.0,85.0,92.0
1554202073.45,37.7927,36.1951,37.5,46.6097,53.7927,18.1951,-13616.0,-144.0,8100.0,-67.0,91.0,104.0
1554202073.46,37.9024,36.6951,37.4024,47.804899999999996,53.7927,17.9024,-13616.0,-436.0,8084.0,-75.0,97.0,114.0
1554202073.47,38.4024,37.5,37.7927,48.804899999999996,52.2927,16.0976,-13592.0,-148.0,8004.0,-52.0,62.0,126.0
1554202073.48,37.9024,36.5976,37.9024,48.390299999999996,53.4024,18.0,-13644.0,-120.0,8060.0,-61.0,84.0,124.0
1554202073.49,37.7927,37.0,38.0976,48.3049,53.6951,18.0,-13616.0,-160.0,7984.0,-37.0,88.0,118.0
1554202073.5,37.5,36.6951,37.9024,47.6097,53.7927,18.3049,-13652.0,-168.0,8152.0,-59.0,96.0,71.0
1554202073.51,37.7927,36.5976,37.5976,48.5976,53.5,18.0,-13632.0,-76.0,8100.0,-69.0,76.0,110.0
1554202073.52,38.0976,37.1951,37.9024,48.5,53.5,18.1951,-13684.0,-136.0,7984.0,-43.0,57.0,76.0
1554202073.53,37.5,36.7927,37.5,47.90239999999999,53.7927,18.0976,-13572.0,-108.0,8024.0,-77.0,73.0,91.0
1554202073.54,37.9024,37.2927,37.5,48.9025,52.1951,17.5,-13632.0,-156.0,7996.0,-66.0,62.0,85.0
1554202073.55,38.0976,36.9024,38.0,48.1097,53.7927,18.0976,-13644.0,-200.0,8096.0,-75.0,79.0,71.0
1554202073.56,37.9024,36.4024,37.6951,47.292699999999996,53.9024,18.3049,-13652.0,-112.0,8000.0,-67.0,107.0,105.0
1554202073.57,38.9024,36.5,37.5976,48.0,53.6951,18.3049,-13680.0,-216.0,7988.0,-55.0,115.0,102.0
1554202073.58,37.7927,36.5,37.5976,47.6952,53.4024,18.0976,-13684.0,-84.0,8084.0,-49.0,74.0,78.0
1554202073.59,36.7927,37.0976,37.5,47.8049,54.1951,18.1951,-13600.0,-136.0,7952.0,-40.0,99.0,96.0
1554202073.6,38.0976,36.4024,37.6951,47.5,53.0,16.5976,-13624.0,-116.0,7980.0,-69.0,109.0,87.0
1554202073.61,38.0,36.9024,38.5,47.304899999999996,54.2927,18.0,-13644.0,-132.0,7972.0,-76.0,83.0,113.0
1554202073.62,37.9024,36.2927,37.1951,48.2073,53.7927,18.1951,-13708.0,-156.0,7984.0,-44.0,53.0,99.0
1554202073.63,38.0,38.6951,37.5,48.4024,53.5976,18.0,-13716.0,-92.0,8016.0,-80.0,64.0,89.0
1554202073.64,37.7927,36.7927,37.5,47.5976,53.9024,18.1951,-13624.0,-120.0,8032.0,-51.0,71.0,108.0
1554202073.65,37.6951,37.0,38.2927,46.90239999999999,53.7927,18.0,-13620.0,-148.0,8160.0,-41.0,95.0,78.0
1554202073.66,38.0976,36.7927,37.7927,47.6951,53.5976,18.0976,-13620.0,-124.0,7988.0,-79.0,46.0,95.0
1554202073.67,38.4024,36.9024,37.5,48.304899999999996,52.2927,16.0976,-13636.0,-188.0,7976.0,-83.0,92.0,102.0
1554202073.68,38.0,36.5,37.6951,47.5,54.1951,18.0976,-13688.0,-92.0,8060.0,-59.0,93.0,107.0
1554202073.69,38.0,37.1951,37.7927,48.0,53.6951,18.1951,-13628.0,-120.0,8136.0,-98.0,65.0,80.0
1554202073.7,37.5976,36.9024,37.7927,47.4025,53.6951,18.0,-13652.0,-112.0,8008.0,-68.0,83.0,64.0
1554202073.71,37.7927,38.4024,38.0,48.9024,53.0976,18.1951,-13728.0,-152.0,8020.0,-91.0,59.0,129.0
1554202073.72,38.4024,36.2927,38.0,47.5,53.5976,18.0,-13612.0,-172.0,8092.0,-57.0,100.0,92.0
1554202073.73,37.7927,36.2927,37.6951,47.4025,54.1951,18.0976,-13660.0,-248.0,7944.0,-75.0,96.0,105.0
1554202073.74,37.7927,36.7927,37.6951,48.1097,52.7927,16.4024,-13620.0,-136.0,8004.0,-59.0,108.0,99.0
1554202073.75,37.5976,36.9024,38.0,47.9024,53.5,18.0976,-13668.0,-100.0,7980.0,-76.0,86.0,85.0
1554202073.76,37.5976,36.9024,37.7927,47.9024,53.5,18.0976,-13688.0,-116.0,8092.0,-79.0,70.0,98.0
1554202073.77,38.0976,37.0,36.6951,47.8049,53.6951,18.0,-13596.0,-144.0,8092.0,-84.0,49.0,77.0
1554202073.78,37.6951,36.5,38.0,47.707300000000004,53.6951,18.0976,-13616.0,-164.0,8016.0,-76.0,92.0,100.0
1554202073.79,37.5,38.4024,37.2927,48.3048,53.0976,18.1951,-13628.0,-164.0,7984.0,-70.0,99.0,80.0
1554202073.8,37.5,36.7927,38.0,46.792699999999996,54.0,17.1951,-13648.0,-172.0,8112.0,-81.0,85.0,78.0
1554202073.81,37.7927,36.6951,38.1951,47.707300000000004,53.6951,18.1951,-13636.0,-188.0,8104.0,-69.0,117.0,86.0
1554202073.82,37.7927,36.9024,37.7927,47.99999999999999,53.2927,17.9024,-13576.0,-128.0,8016.0,-95.0,62.0,92.0
1554202073.83,37.6951,36.6951,37.5,47.5976,53.5,18.1951,-13676.0,-84.0,7984.0,-81.0,78.0,109.0
1554202073.84,38.0,36.5976,37.5,47.304899999999996,53.7927,18.0,-13684.0,-120.0,8060.0,-71.0,71.0,89.0
1554202073.85,37.7927,36.9024,38.0,46.5976,53.6951,18.1951,-13648.0,-108.0,8024.0,-72.0,106.0,128.0
1554202073.86,37.5976,37.0,37.6951,47.6952,53.4024,18.0,-13696.0,-152.0,8092.0,-80.0,124.0,107.0
1554202073.87,38.4024,36.9024,37.5,48.8049,52.1951,16.1951,-13636.0,-116.0,8028.0,-57.0,79.0,118.0
1554202073.88,37.9024,35.9024,37.2927,48.0976,53.1951,18.0976,-13612.0,-132.0,8088.0,-74.0,64.0,103.0
1554202073.89,37.4024,37.1951,37.9024,48.1097,53.2927,18.0,-13608.0,-172.0,7960.0,-82.0,77.0,66.0
1554202073.9,37.7927,36.9024,37.7927,46.9024,54.0976,18.3049,-13584.0,-172.0,8076.0,-70.0,131.0,92.0
1554202073.91,38.4024,36.9024,37.0,49.1952,52.9024,18.0976,-13656.0,-148.0,8084.0,-73.0,104.0,85.0
1554202073.92,37.9024,36.6951,37.5976,47.9025,53.6951,18.1951,-13584.0,-92.0,8064.0,-90.0,66.0,85.0
1554202073.93,38.0,36.4024,37.5,48.6951,53.0,18.1951,-13644.0,-196.0,7924.0,-60.0,93.0,96.0
1554202073.94,36.9024,37.1951,39.0,46.40239999999999,52.2927,17.4024,-13672.0,-124.0,7988.0,-87.0,78.0,114.0
1554202073.95,37.9024,36.5976,37.6951,47.6097,53.7927,18.0976,-13672.0,-108.0,7992.0,-59.0,89.0,132.0
1554202073.96,37.9024,36.9024,37.7927,47.5976,53.4024,18.0976,-13604.0,-192.0,7904.0,-82.0,62.0,83.0
1554202073.97,38.2927,36.6951,36.4024,47.6097,53.2927,18.1951,-13648.0,-144.0,8080.0,-65.0,70.0,96.0
1554202073.98,37.6951,36.5976,37.9024,48.0,53.5,18.0,-13652.0,-148.0,8064.0,-73.0,92.0,116.0
1554202073.99,38.0,37.0976,37.9024,47.390299999999996,54.4024,18.0976,-13680.0,-128.0,8064.0,-66.0,57.0,89.0
1554202074.0,37.6951,36.4024,37.6951,47.0976,53.5,17.9024,-13664.0,-64.0,7944.0,-81.0,63.0,102.0
1554202074.01,38.0,36.9024,37.5976,48.0,52.4024,16.4024,-13596.0,-176.0,8012.0,-80.0,91.0,113.0
1554202074.02,38.0976,36.4024,38.5,48.0,53.5,18.1951,-13672.0,-212.0,7948.0,-53.0,73.0,107.0
1554202074.03,37.7927,36.5976,37.7927,48.1951,53.5,18.0,-13624.0,-188.0,8060.0,-91.0,89.0,96.0
1554202074.04,37.6951,36.5976,36.4024,47.4025,53.6951,18.0976,-13688.0,-68.0,7960.0,-71.0,85.0,129.0
1554202074.05,38.0976,36.9024,37.0976,46.9024,53.5976,17.9024,-13560.0,-88.0,8044.0,-50.0,90.0,101.0
1554202074.06,37.6951,37.0,37.7927,47.390299999999996,53.9024,18.0976,-13644.0,-136.0,8136.0,-81.0,80.0,84.0
1554202074.07,37.7927,36.7927,38.4024,47.6951,52.5976,16.0,-13656.0,-128.0,8032.0,-47.0,41.0,77.0
1554202074.08,37.6951,36.7927,37.2927,48.1952,53.9024,18.0,-13648.0,-152.0,8072.0,-59.0,41.0,79.0
1554202074.09,37.2927,36.7927,37.9024,47.5976,53.9024,18.1951,-13636.0,-148.0,7984.0,-35.0,100.0,93.0
1554202074.1,38.0,36.7927,36.7927,47.6952,53.4024,17.9024,-13616.0,-220.0,8044.0,-73.0,64.0,105.0
1554202074.11,37.7927,38.7927,37.5976,47.49999999999999,54.2927,18.3049,-13672.0,-144.0,8044.0,-64.0,84.0,88.0
1554202074.12,37.7927,36.4024,37.4024,48.40239999999999,53.2927,18.0,-13708.0,-144.0,7908.0,-46.0,60.0,115.0
1554202074.13,37.6951,36.2927,37.5,48.292699999999996,53.5,18.0976,-13632.0,-128.0,8068.0,-67.0,104.0,97.0
1554202074.14,37.7927,36.9024,38.0,47.8049,52.6951,16.5,-13684.0,-112.0,8044.0,-48.0,94.0,105.0
1554202074.15,37.7927,36.7927,38.1951,48.2073,53.2927,17.9024,-13644.0,-128.0,8008.0,-95.0,114.0,112.0
1554202074.16,38.0,36.4024,37.0976,47.792699999999996,53.5,18.1951,-13708.0,-104.0,8116.0,-86.0,103.0,62.0
1554202074.17,38.0976,36.9024,36.1951,48.0975,53.5976,17.9024,-13620.0,-176.0,8096.0,-80.0,68.0,103.0
1554202074.18,37.7927,36.9024,37.6951,48.1097,53.2927,18.0976,-13660.0,-188.0,8048.0,-71.0,123.0,53.0
1554202074.19,37.1951,38.6951,38.2927,48.1097,53.2927,17.9024,-13580.0,-124.0,8020.0,-55.0,77.0,90.0
1554202074.2,37.7927,36.2927,37.5976,47.0,53.5976,18.0976,-13664.0,-96.0,7956.0,-69.0,93.0,84.0
1554202074.21,37.9024,36.5976,37.5,48.3049,52.1951,16.1951,-13664.0,-168.0,8084.0,-58.0,52.0,83.0
1554202074.22,38.2927,36.7927,37.5976,47.804899999999996,53.7927,17.9024,-13600.0,-160.0,8056.0,-58.0,81.0,78.0
1554202074.23,37.7927,36.9024,37.7927,48.8049,53.1951,18.0976,-13588.0,-148.0,7996.0,-82.0,85.0,99.0
1554202074.24,37.7927,36.5976,37.2927,47.1097,53.7927,17.9024,-13604.0,-104.0,7960.0,-81.0,88.0,92.0
1554202074.25,38.9024,36.9024,37.6951,47.1951,53.5,18.0976,-13652.0,-112.0,7724.0,-57.0,94.0,104.0
1554202074.26,37.7927,36.6951,37.4024,47.792699999999996,53.5,18.0976,-13652.0,-196.0,8004.0,-62.0,81.0,100.0
1554202074.27,38.0,38.2927,36.9024,48.3049,52.1951,16.0976,-13624.0,-168.0,8024.0,-59.0,111.0,116.0
1554202074.28,37.6951,36.9024,37.5976,47.4024,53.5976,18.0,-13672.0,-140.0,8112.0,-61.0,73.0,93.0
1554202074.29,37.7927,38.1951,37.5976,47.6952,53.4024,17.9024,-13648.0,-148.0,8076.0,-54.0,108.0,105.0
1554202074.3,37.6951,36.5,37.5,47.0,53.5976,18.1951,-13656.0,-92.0,8116.0,-82.0,62.0,116.0
1554202074.31,37.7927,36.1951,37.6951,48.8048,53.0976,18.0976,-13668.0,-168.0,7988.0,-89.0,75.0,93.0
1554202074.32,37.7927,36.5,37.5976,47.792699999999996,53.4024,18.0976,-13712.0,-180.0,8012.0,-75.0,49.0,81.0
1554202074.33,37.7927,36.2927,37.5976,48.0,53.0976,18.0,-13696.0,-156.0,8080.0,-40.0,88.0,99.0
1554202074.34,37.7927,36.6951,37.7927,45.8048,52.5976,17.5,-13660.0,-156.0,7972.0,-60.0,90.0,85.0
1554202074.35,37.9024,36.2927,38.2927,47.804899999999996,53.2927,18.0976,-13644.0,-112.0,8024.0,-84.0,68.0,109.0
1554202074.36,37.6951,36.4024,37.5976,48.4024,52.0976,17.0976,-13624.0,-236.0,7964.0,-74.0,92.0,112.0
1554202074.37,38.1951,36.7927,37.7927,47.792699999999996,53.4024,18.1951,-13688.0,-184.0,7992.0,-39.0,96.0,104.0
1554202074.38,37.5976,36.6951,37.5,47.3049,53.6951,18.0,-13604.0,-120.0,7976.0,-71.0,90.0,124.0
1554202074.39,37.9024,37.6951,38.0,48.6952,52.9024,18.0,-13632.0,-132.0,7976.0,-52.0,89.0,135.0
1554202074.4,37.7927,36.1951,37.6951,47.3048,53.5976,18.1951,-13676.0,-156.0,8000.0,-83.0,75.0,82.0
1554202074.41,38.0,36.0976,37.4024,48.0,52.4024,16.3049,-13656.0,-192.0,8040.0,-71.0,76.0,113.0
1554202074.42,37.6951,37.0,37.4024,47.5975,53.5976,18.1951,-13636.0,-152.0,8028.0,-91.0,85.0,78.0
1554202074.43,37.4024,36.5976,37.9024,48.0,53.4024,17.9024,-13620.0,-32.0,7772.0,-54.0,86.0,71.0
1554202074.44,37.7927,36.5,38.0,47.5,53.4024,18.0976,-13608.0,-192.0,8092.0,-50.0,89.0,80.0
1554202074.45,38.4024,36.5976,37.4024,46.99999999999999,53.7927,18.4024,-13636.0,-228.0,7984.0,-93.0,82.0,74.0
1554202074.46,36.5,36.9024,37.5976,47.890299999999996,53.4024,17.9024,-13656.0,-128.0,8040.0,-94.0,69.0,113.0
1554202074.47,38.5976,36.9024,36.9024,47.5976,53.5,18.0976,-13572.0,-128.0,7936.0,-88.0,74.0,88.0
1554202074.48,37.9024,36.6951,38.1951,46.8049,53.1951,16.1951,-13620.0,-144.0,8172.0,-69.0,83.0,107.0
1554202074.49,37.1951,38.0,38.0,47.6951,53.5976,18.1951,-13628.0,-148.0,8168.0,-69.0,81.0,86.0
1554202074.5,37.7927,36.6951,37.5,47.2073,53.7927,17.9024,-13652.0,-120.0,8056.0,-38.0,120.0,107.0
1554202074.51,37.7927,36.7927,38.0,49.3049,52.6951,18.0976,-13656.0,-88.0,8040.0,-83.0,99.0,99.0
1554202074.52,37.9024,36.5,38.1951,47.3048,53.5976,18.0,-13648.0,-168.0,8092.0,-89.0,48.0,102.0
1554202074.53,37.7927,36.5976,37.2927,47.0976,53.4024,18.0,-13636.0,-84.0,8008.0,-61.0,71.0,99.0
1554202074.54,37.9024,36.4024,38.0,47.0,52.5976,16.1951,-13684.0,-176.0,8100.0,-74.0,73.0,124.0
1554202074.55,37.4024,36.5976,37.6951,47.5,53.5976,17.9024,-13648.0,-184.0,8008.0,-63.0,76.0,117.0
1554202074.56,37.5976,36.5976,38.0,48.292699999999996,52.9024,18.1951,-13592.0,-152.0,7992.0,-86.0,76.0,80.0
1554202074.57,37.7927,36.7927,37.6951,47.6951,53.5976,18.0976,-13660.0,-144.0,7960.0,-69.0,78.0,74.0
1554202074.58,37.7927,36.6951,37.5,47.5,53.5976,18.0976,-13588.0,-116.0,7956.0,-63.0,113.0,131.0
1554202074.59,37.5976,39.2927,37.7927,47.1951,54.0,18.0,-13584.0,-124.0,8120.0,-72.0,74.0,105.0
1554202074.6,38.0976,36.4024,37.7927,47.5976,53.5,18.0976,-13632.0,-124.0,8104.0,-77.0,85.0,120.0
1554202074.61,38.0,36.6951,37.5976,48.3048,52.0976,16.6951,-13688.0,-144.0,8164.0,-79.0,85.0,89.0
1554202074.62,38.1951,36.5976,37.4024,47.40239999999999,53.7927,18.0,-13664.0,-136.0,8168.0,-46.0,112.0,102.0
1554202074.63,37.5976,36.6951,37.7927,48.0975,53.0976,18.3049,-13608.0,-64.0,8188.0,-76.0,74.0,82.0
1554202074.64,37.5,36.5,38.0,47.0,53.6951,18.0,-13672.0,-124.0,8112.0,-56.0,62.0,116.0
1554202074.65,38.0976,36.6951,37.7927,47.707300000000004,53.1951,18.0,-13644.0,-144.0,7984.0,-84.0,63.0,85.0
1554202074.66,38.0,36.7927,37.5,47.804899999999996,53.2927,18.3049,-13628.0,-148.0,8060.0,-46.0,104.0,98.0
1554202074.67,38.0976,38.9024,36.2927,46.292699999999996,53.5,18.0,-13640.0,-96.0,7992.0,-67.0,78.0,112.0
1554202074.68,38.2927,36.6951,38.0,48.4025,51.6951,17.0976,-13620.0,-84.0,8056.0,-35.0,58.0,75.0
1554202074.69,37.2927,36.7927,38.6951,47.5,53.4024,18.0,-13672.0,-164.0,8000.0,-43.0,68.0,124.0
1554202074.7,37.7927,36.5,38.4024,47.3049,53.1951,18.0976,-13648.0,-152.0,8028.0,-77.0,111.0,91.0
1554202074.71,37.5,36.5976,37.7927,50.0975,53.0976,18.0976,-13660.0,-136.0,8012.0,-83.0,61.0,87.0
1554202074.72,37.9024,36.6951,38.0,47.292699999999996,53.4024,18.0,-13624.0,-116.0,8044.0,-53.0,90.0,100.0
1554202074.73,37.1951,36.5976,37.5976,48.0976,53.0,17.8049,-13616.0,-140.0,7976.0,-52.0,98.0,94.0
1554202074.74,37.7927,36.6951,37.5,47.9024,52.0976,16.5976,-13632.0,-100.0,8028.0,-72.0,130.0,97.0
1554202074.75,37.6951,37.5976,38.0,47.6951,53.0976,18.1951,-13624.0,-200.0,8000.0,-80.0,70.0,109.0
1554202074.76,37.9024,36.2927,37.7927,47.0976,53.9024,18.0,-13680.0,-124.0,8024.0,-77.0,68.0,118.0
1554202074.77,37.9024,36.6951,36.2927,47.7073,53.2927,18.1951,-13640.0,-112.0,8040.0,-71.0,71.0,93.0
1554202074.78,37.5,36.6951,37.5,48.1097,53.2927,18.0,-13624.0,-160.0,8024.0,-40.0,87.0,122.0
1554202074.79,37.4024,37.4024,37.5,50.5,52.0,18.0,-13632.0,-100.0,8044.0,-63.0,69.0,103.0
1554202074.8,38.0,35.5976,37.5,47.0976,53.4024,18.0,-13696.0,-128.0,7988.0,-46.0,71.0,91.0
1554202074.81,37.9024,36.5,38.4024,47.9024,52.5,17.1951,-13580.0,-172.0,8064.0,-69.0,70.0,92.0
1554202074.82,38.0,36.6951,37.4024,48.292699999999996,53.0,18.0976,-13640.0,-104.0,7976.0,-85.0,69.0,102.0
1554202074.83,38.0,36.6951,38.0,46.9024,53.5976,17.9024,-13700.0,-92.0,8064.0,-79.0,98.0,74.0
1554202074.84,37.7927,36.5,37.6951,46.792699999999996,53.5,18.1951,-13592.0,-192.0,8032.0,-65.0,102.0,75.0
1554202074.85,37.9024,36.6951,38.0,47.5,53.5,18.0976,-13580.0,-184.0,8004.0,-54.0,100.0,83.0
1554202074.86,37.9024,36.6951,36.6951,47.6951,53.0976,18.0,-13688.0,-120.0,7768.0,-74.0,91.0,68.0
1554202074.87,38.4024,37.0976,36.5,47.792699999999996,52.5,18.0976,-13676.0,-156.0,8056.0,-79.0,89.0,134.0
1554202074.88,38.1951,36.6951,37.5,46.40239999999999,53.7927,16.5976,-13612.0,-128.0,8012.0,-57.0,62.0,90.0
1554202074.89,37.4024,37.0,37.9024,45.6097,53.2927,18.0976,-13808.0,-200.0,8032.0,-57.0,100.0,76.0
